語句,読み,意味,詳細解説,関連事項,関連分野,種別,source,grade
藤原京,ふじわらきょう,694年の都,藤原京は694年に遷都された都。奈良県橿原市。持統天皇。日本初の本格的都城。平城京に移るまでの16年間の都。,694年|橿原|持統天皇|16年間,歴史-古代,地名,,1
古事記,こじき,日本最古の歴史書,古事記は日本最古の歴史書。712年完成。天武天皇の命で編纂。稗田阿礼が暗唱、太安万侶が記録。神話から推古天皇まで。,712年|最古|稗田太安万侶|神話-推古,歴史-古代,その他,,1
日本書紀,にほんしょき,日本最初の正史,日本書紀は日本最初の正史(国家が編纂した歴史書)。720年完成。神代から持統天皇まで。漢文で記述。六国史の第一。,720年|正史|神代-持統|漢文,歴史-古代,その他,,1
万葉集,まんようしゅう,日本最古の和歌集,万葉集は日本最古の和歌集。8世紀後半成立。約4500首。天皇から庶民まで。防人の歌。大伴家持が編者。,最古和歌集|4500首|天皇-庶民|大伴家持,歴史-古代,,1|2|3
大伴家持,おおとものやかもち,万葉集の編者,大伴家持は万葉集の編者。奈良時代の歌人。越中国守。万葉集に最多の479首収録。「春の苑」の歌で有名。,万葉編者|越中|479首|春の苑,歴史-古代,人物名,,1
天平文化,てんぴょうぶんか,奈良時代の文化,天平文化は奈良時代の文化。聖武天皇の時代。仏教文化。唐の影響。東大寺・正倉院・古事記・日本書紀・万葉集。国際色豊か。,奈良聖武|仏教|唐影響|国際色,歴史-古代,その他,,1
正倉院,しょうそういん,東大寺の宝物庫,正倉院は東大寺の宝物庫。聖武天皇の遺品など約9000点。天平文化の宝庫。シルクロードの終点。校倉造。,東大寺|9000点|天平宝庫|校倉造,歴史-古代,,1|2|3
唐招提寺,とうしょうだいじ,鑑真が開いた寺,唐招提寺は鑑真が開いた寺。奈良市。759年創建。鑑真像(国宝)。金堂(国宝)。世界遺産。,鑑真|759年|奈良|世界遺産,歴史-古代,その他,,1
薬師寺,やくしじ,奈良の寺,薬師寺は奈良の寺。680年創建。東塔(国宝)。薬師三尊像(国宝)。天武天皇が皇后の病気平癒を祈願して建立。世界遺産。,680年|東塔|薬師三尊|世界遺産,歴史-古代,その他,,1
興福寺,こうふくじ,藤原氏の氏寺,興福寺は藤原氏の氏寺。奈良。五重塔・阿修羅像(国宝)。藤原鎌足の病気平癒を祈願して創建。世界遺産。,藤原氏寺|五重塔|阿修羅|世界遺産,歴史-古代,その他,,1
阿修羅像,あしゅらぞう,興福寺の仏像,阿修羅像は興福寺の仏像。8世紀。国宝。三面六臂。少年のような美しい顔。天平彫刻の傑作。,興福寺|8世紀|三面六臂|天平傑作,歴史-古代,その他,,1
東寺,とうじ,京都の寺,東寺は京都の寺。796年創建。空海が開く。真言宗の総本山。五重塔(日本最高55m)。立体曼荼羅。世界遺産。,796年|空海|五重塔55m|世界遺産,歴史-古代,その他,,1
国分寺・国分尼寺,こくぶんじこくぶんにじ,各国に建てた寺,国分寺・国分尼寺は聖武天皇が各国に建てた寺。鎮護国家。国分寺(男僧)と国分尼寺(女僧)。東大寺が総国分寺。,聖武天皇|各国|鎮護国家|東大寺総寺,歴史-古代,その他,,1
荘園,しょうえん,貴族・寺社の私有地,荘園は貴族・寺社の私有地。平安時代に増加。税を免除される(不輸の権)。警察権も持つ(不入の権)。公地公民制の崩壊。,貴族寺社|私有地|不輸不入|公地崩壊,歴史-古代,制度概念,,1
武士,ぶし,武芸を職業とする人,武士は武芸を職業とする人。平安時代に台頭。地方の治安維持・荘園の警護。源氏・平氏が有力。やがて政治権力を握る。,武芸職業|平安台頭|源平|政治権力,歴史-古代,その他,,1
源氏,げんじ,清和天皇の子孫,源氏は清和天皇の子孫を中心とする武士団。源義家・義朝・頼朝・義経など。鎌倉幕府を開く。平氏と対立。,清和天皇|武士団|頼朝義経|鎌倉幕府,歴史-古代,その他,,1
平氏,へいし,桓武天皇の子孫,平氏は桓武天皇の子孫を中心とする武士団。平将門・清盛など。一時は政権を握る(平氏政権)。源氏に滅ぼされる。,桓武天皇|武士団|清盛|源氏に滅亡,歴史-古代,その他,,1
源義家,みなもとのよしいえ,平安時代の武将,源義家は平安時代の武将。八幡太郎。前九年の役・後三年の役で活躍。武士の棟梁として名声。源頼朝の祖先。,八幡太郎|前九年後三年|武士棟梁|頼朝祖先,歴史-古代,人物名,,1
平清盛,たいらのきよもり,平氏政権の樹立者,平清盛は平氏政権の樹立者。保元の乱・平治の乱で勝利。1167年に武士初の太政大臣。娘を天皇の后にし、権勢を握る。厳島神社を保護。,1167年|太政大臣|平氏政権|厳島神社,歴史-古代,人物名,,1
平家物語,へいけものがたり,平氏の栄枯盛衰を描いた物語,平家物語は平氏の栄枯盛衰を描いた軍記物語。鎌倉時代成立。「祇園精舎の鐘の声、諸行無常の響きあり」で始まる。琵琶法師が語る。無常観。,平氏栄枯|祇園精舎|諸行無常|琵琶法師,歴史-中世,その他,,2
鎌倉幕府,かまくらばくふ,源頼朝が開いた幕府,鎌倉幕府は源頼朝が開いた幕府。1185年(守護・地頭設置)または1192年(征夷大将軍任命)成立。日本初の武家政権。1333年滅亡。,源頼朝|1185-1192|初武家政権|1333滅亡,歴史-中世,制度概念,,2
征夷大将軍,せいいたいしょうぐん,幕府の最高職,征夷大将軍は幕府の最高職。略して将軍。源頼朝が1192年に任命される。武家の棟梁。天皇から任命される形式。,幕府最高職|源頼朝1192|武家棟梁|天皇任命,歴史-中世,制度概念,,2
鎌倉,かまくら,鎌倉幕府の本拠地,鎌倉は鎌倉幕府の本拠地。神奈川県。源頼朝が開く。武家の都。鶴岡八幡宮。三方を山、一方を海に囲まれた要害の地。,神奈川|源頼朝|鶴岡八幡宮|要害,歴史-中世,地名,,2
鶴岡八幡宮,つるおかはちまんぐう,鎌倉の神社,鶴岡八幡宮は鎌倉の神社。源頼朝が整備。武士の守護神・八幡神を祀る。源氏の氏神。鎌倉幕府の中心的存在。,鎌倉|源頼朝|八幡神|源氏氏神,歴史-中世,その他,,2
御家人,ごけにん,将軍と主従関係を結んだ武士,御家人は将軍と主従関係(御恩と奉公)を結んだ武士。将軍から土地(御恩)をもらい、戦で働く(奉公)。封建制度。,将軍主従|御恩奉公|封建制度|武士,歴史-中世,制度概念,,2
御恩と奉公,ごおんとほうこう,将軍と御家人の関係,御恩と奉公は将軍と御家人の関係。御恩は土地(領地)の保障、奉公は軍役・警備。封建制度の基礎。双方向の義務。,将軍御家人|土地軍役|封建基礎|双方向,歴史-中世,制度概念,,2
封建制度,ほうけんせいど,主従関係に基づく制度,封建制度は主従関係に基づく政治・社会制度。土地を媒介。ヨーロッパの中世、日本の中世~近世。御恩と奉公。ピラミッド構造。,主従関係|土地媒介|御恩奉公|ピラミッド,歴史-中世,制度概念,,2
鎌倉文化,かまくらぶんか,鎌倉時代の文化,鎌倉文化は鎌倉時代の文化。武士の気風。力強く写実的。東大寺南大門・金剛力士像・新古今和歌集・平家物語・方丈記・徒然草。鎌倉新仏教。,武士気風|力強写実|運慶快慶|新仏教,歴史-中世,その他,,2
武家諸法度,ぶけしょはっと,武士の法律,武家諸法度は武士を統制する法律。1615年に徳川家康が制定。大名の城の修理や結婚を制限。参勤交代を義務化(1635年)。幕藩体制の基礎。,1615年|家康|大名統制|参勤交代,歴史-近世,制度概念,,2
参勤交代,さんきんこうたい,大名が江戸と領地を往復する制度,参勤交代は大名が江戸と領地を1年ごとに往復する制度。1635年に制度化。妻子は江戸に人質。大名の財力を削る。江戸の発展に寄与。,1635年|1年往復|妻子人質|財力削減,歴史-近世,制度概念,,2
鎖国,さこく,外国との交流を制限した政策,鎖国は外国との交流を制限した政策。1639年にポルトガル船来航禁止で完成。オランダ・中国のみ長崎で貿易。キリスト教禁止。約200年間。,1639年|長崎のみ|オランダ中国|約200年,歴史-近世,制度概念,,2
長崎,ながさき,鎖国時代の貿易港,長崎は鎖国時代の唯一の貿易港。出島でオランダと貿易。唐人屋敷で中国と貿易。西洋文化の窓口。蘭学の中心地。,唯一貿易港|出島唐人屋敷|オランダ中国|蘭学,歴史-近世,地名,,2
出島,でじま,長崎の人工島,出島は長崎の人工島。1636年築造。オランダ商館。鎖国時代の西洋との唯一の接点。西洋文化流入の窓口。現在は復元整備。,1636年|人工島|オランダ商館|西洋窓口,歴史-近世,その他,,2
キリシタン禁教,きりしたんきんきょう,キリスト教の禁止,キリシタン禁教はキリスト教を禁止した政策。1612年に徳川家康が始める。宣教師追放・信徒迫害。踏み絵で発見。島原の乱後に完全禁止。,1612年|家康|宣教師追放|踏絵,歴史-近世,制度概念,,2
島原の乱,しまばらのらん,1637年の一揆,島原の乱は1637年の一揆。島原(長崎県)・天草(熊本県)のキリシタン農民が蜂起。天草四郎が指導。幕府軍に鎮圧される。約3万7000人が犠牲。,1637年|キリシタン|天草四郎|3万7千犠牲,歴史-近世,,1|2|3
天草四郎,あまくさしろう,島原の乱の指導者,天草四郎は島原の乱の指導者。本名は益田時貞。16歳。カリスマ的指導者。原城に籠城。幕府軍に敗れ戦死。,島原指導|益田時貞|16歳|原城戦死,歴史-近世,人物名,,2
士農工商,しのうこうしょう,江戸時代の身分制度,士農工商は江戸時代の身分制度。武士・農民・職人・商人の順。実際は農工商の区別は曖昧。その下に穢多・非人(身分外)。差別制度。,武農工商|江戸身分|曖昧|差別,歴史-近世,制度概念,,2
本百姓,ほんびゃくしょう,自分の土地を持つ農民,本百姓は自分の土地を持つ農民。江戸時代の村の中心。年貢を納める。村の運営に参加。水呑百姓(土地なし)と区別。,土地所有|年貢納入|村運営|水呑と区別,歴史-近世,制度概念,,2
株仲間,かぶなかま,商工業者の組合,株仲間は商工業者の組合。江戸時代。営業独占権。幕府公認。運上金・冥加金を納める。物価統制。田沼意次が奨励。水野忠邦が解散。,商工組合|独占権|幕府公認|田沼奨励,歴史-近世,制度概念,,2
五人組,ごにんぐみ,農民の相互監視組織,五人組は農民5戸を単位とする相互監視組織。年貢納入・犯罪防止を連帯責任。キリシタン摘発。村請制度の基礎。,5戸単位|連帯責任|年貢キリシタン|村請,歴史-近世,制度概念,,2
村請制度,むらうけせいど,村単位で年貢を納める制度,村請制度は村単位で年貢を納める制度。村全体で連帯責任。本百姓が中心。名主・組頭・百姓代が運営(村方三役)。,村単位|連帯責任|本百姓|村方三役,歴史-近世,制度概念,,2
検地,けんち,土地調査,検地は土地の面積・等級・所有者を調査すること。太閤検地(豊臣秀吉)が有名。石高で表示。年貢徴収の基礎。一地一作人の原則。,土地調査|太閤検地|石高|一地一作人,歴史-近世,制度概念,,2
